Name,Number,Position,Shoots,Height,Weight,Age,Draft Year,Team,GP,G,1A,2A,Primary Points,Points,Shots,Shooting Percentage,+/-,PIM,Face-offs Won,Face-offs Taken,Face-off Win%,G/GP,1A/GP,2A/GP,Primary Points/GP,Points/GP,Shots/GP,Goals Created,Goals Created/GP,ES G,ES 1A,ES 2A,ES Primary Points,ES Points,ES G/GP,ES 1A/GP,ES 2A/GP,ES Primary Points/GP,ES Points/GP,ES Goals Created,ES Goals Created/GP,ES GF,ES GA,ES GF%,ES Team GF,ES Team GA,ES GF%Rel,ES eTOI,ES eG/60,ES e1A/60,ES e2A/60,ES ePrimary Points/60,ES ePoints/60,ES eGoals Created/60,PP G,PP 1A,PP 2A,PP Primary Points,PP Points,PP G/GP,PP 1A/GP,PP 2A/GP,PP Primary Points/GP,PP Points/GP,PP Goals Created,PP Goals Created/GP,Age Adjusted G,Age Adjusted 1A,Age Adjusted 2A,Age Adjusted Primary Points,Age Adjusted Points,Age Adjusted G/GP,Age Adjusted 1A/GP,Age Adjusted 2A/GP,Age Adjusted Primary Points/GP,Age Adjusted Points/GP,Era Adjusted G,Era Adjusted 1A,Era Adjusted 2A,Era Adjusted Primary Points,Era Adjusted Points,Era Adjusted G/GP,Era Adjusted 1A/GP,Era Adjusted 2A/GP,Era Adjusted Primary Points/GP,Era Adjusted Points/GP,ES Age Adjusted G,ES Age Adjusted 1A,ES Age Adjusted 2A,ES Age Adjusted Primary Points,ES Age Adjusted Points,ES Age Adjusted G/GP,ES Age Adjusted 1A/GP,ES Age Adjusted 2A/GP,ES Age Adjusted Primary Points/GP,ES Age Adjusted Points/GP,ES Age Adjusted G/60,ES Age Adjusted 1A/60,ES Age Adjusted 2A/60,ES Age Adjusted Primary Points/60,ES Age Adjusted Points/60,ES Era Adjusted G,ES Era Adjusted 1A,ES Era Adjusted 2A,ES Era Adjusted Primary Points,ES Era Adjusted Points,ES Era Adjusted G/GP,ES Era Adjusted 1A/GP,ES Era Adjusted 2A/GP,ES Era Adjusted Primary Points/GP,ES Era Adjusted Points/GP,ES Era Adjusted G/60,ES Era Adjusted 1A/60,ES Era Adjusted 2A/60,ES Era Adjusted Primary Points/60,ES Era Adjusted Points/60,Age and Era Adjusted G,Age and Era Adjusted 1A,Age and Era Adjusted 2A,Age and Era Adjusted Primary Points,Age and Era Adjusted Points,Age and Era Adjusted G/GP,Age and Era Adjusted 1A/GP,Age and Era Adjusted 2A/GP,Age and Era Adjusted Primary Points/GP,Age and Era Adjusted Points/GP,ES Age and Era Adjusted G,ES Age and Era Adjusted 1A,ES Age and Era Adjusted 2A,ES Age and Era Adjusted Primary Points,ES Age and Era Adjusted Points,ES Age and Era Adjusted G/GP,ES Age and Era Adjusted 1A/GP,ES Age and Era Adjusted 2A/GP,ES Age and Era Adjusted Primary Points/GP,ES Age and Era Adjusted Points/GP,ES Age and Era Adjusted G/60,ES Age and Era Adjusted 1A/60,ES Age and Era Adjusted 2A/60,ES Age and Era Adjusted Primary Points/60,ES Age and Era Adjusted Points/60,ES IPP
Alex Stevens,3,RD,R,6'01,193,18.548,2015,Sioux Falls Stampede,49,4,10,4,14,18,52,7.692,0,30,0,0,0,0.082,0.204,0.082,0.286,0.367,1.061,6.2,0.127,3,6,3,9,12,0.061,0.122,0.061,0.184,0.245,4.1,0.084,30,33,47.619,102,108,-1.361,14.005,0.262,0.525,0.262,0.787,1.049,0.358,1,3,1,4,5,0.02,0.061,0.02,0.082,0.102,1.8,0.037,3.258,8.216,3.265,11.474,14.739,0.066,0.168,0.067,0.234,0.301,4.162,10.432,4.165,14.594,18.759,0.085,0.213,0.085,0.298,0.383,2.505,5.049,2.514,7.554,10.067,0.051,0.103,0.051,0.154,0.205,0.219,0.441,0.22,0.66,0.88,3.211,6.433,3.213,9.644,12.857,0.066,0.131,0.066,0.197,0.262,0.281,0.562,0.281,0.843,1.124,3.387,8.561,3.397,11.948,15.346,0.069,0.175,0.069,0.244,0.313,2.686,5.425,2.698,8.111,10.809,0.055,0.111,0.055,0.166,0.221,0.235,0.474,0.236,0.709,0.945,40
Jared Spooner,11,LW,L,6'00,193,19.485,2014,Green Bay Gamblers,50,4,8,3,12,15,58,6.897,13,88,0,0,0,0.08,0.16,0.06,0.24,0.3,1.16,5,0.1,4,8,3,12,15,0.08,0.16,0.06,0.24,0.3,5,0.1,26,13,66.667,111,80,10.746,11.064,0.434,0.868,0.325,1.302,1.627,0.542,0,0,0,0,0,0,0,0,0,0,0,0,2.595,5.297,1.956,7.892,9.848,0.052,0.106,0.039,0.158,0.197,4.162,8.339,3.122,12.501,15.623,0.083,0.167,0.062,0.25,0.312,2.75,5.597,2.079,8.347,10.426,0.055,0.112,0.042,0.167,0.209,0.298,0.607,0.226,0.905,1.131,4.284,8.587,3.213,12.871,16.084,0.086,0.172,0.064,0.257,0.322,0.465,0.931,0.348,1.396,1.744,2.695,5.506,2.032,8.201,10.233,0.054,0.11,0.041,0.164,0.205,2.957,6.039,2.237,8.996,11.233,0.059,0.121,0.045,0.18,0.225,0.321,0.655,0.243,0.976,1.218,57.692
Ryan Smith,15,RW,R,6'00,205,18.449,2015,Green Bay Gamblers,55,12,6,6,18,24,94,12.766,21,41,0,0,0,0.218,0.109,0.109,0.327,0.436,1.709,9.2,0.167,12,6,6,18,24,0.218,0.109,0.109,0.327,0.436,9.2,0.167,31,11,73.81,131,88,17.313,10.664,1.228,0.614,0.614,1.841,2.455,0.941,0,0,0,0,0,0,0,0,0,0,0,0,9.985,5.031,5.002,15.015,20.017,0.182,0.091,0.091,0.273,0.364,12.524,6.249,6.254,18.773,25.027,0.228,0.114,0.114,0.341,0.455,10.207,5.139,5.12,15.345,20.465,0.186,0.093,0.093,0.279,0.372,1.044,0.526,0.524,1.57,2.093,12.903,6.433,6.442,19.336,25.778,0.235,0.117,0.117,0.352,0.469,1.32,0.658,0.659,1.978,2.637,10.413,5.234,5.21,15.647,20.858,0.189,0.095,0.095,0.284,0.379,10.993,5.52,5.507,16.513,22.02,0.2,0.1,0.1,0.3,0.4,1.124,0.565,0.563,1.689,2.252,77.419
Eugene Fadyeyev,12,C,R,5'11,180,17.937,2016,Madison Capitols,24,5,4,2,9,11,31,16.129,5,25,0,0,0,0.208,0.167,0.083,0.375,0.458,1.292,4.5,0.188,5,4,2,9,11,0.208,0.167,0.083,0.375,0.458,4.5,0.188,16,10,61.538,56,50,11.538,12.493,1.001,0.8,0.4,1.801,2.201,0.901,0,0,0,0,0,0,0,0,0,0,0,0,4.613,3.702,1.847,8.316,10.163,0.192,0.154,0.077,0.347,0.423,5.205,4.163,2.08,9.368,11.448,0.217,0.173,0.087,0.39,0.477,4.656,3.736,1.865,8.392,10.256,0.194,0.156,0.078,0.35,0.427,0.932,0.748,0.373,1.679,2.052,5.357,4.284,2.141,9.641,11.782,0.223,0.178,0.089,0.402,0.491,1.072,0.857,0.428,1.929,2.357,4.801,3.852,1.92,8.653,10.573,0.2,0.16,0.08,0.361,0.441,4.992,4.004,1.998,8.996,10.994,0.208,0.167,0.083,0.375,0.458,0.999,0.801,0.4,1.8,2.2,68.75
Jordan Ernst,58,LD,L,6'00,190,18.244,2015,Madison Capitols,16,0,3,1,3,4,13,0,0,24,0,0,0,0,0.188,0.063,0.188,0.25,0.813,1.1,0.069,0,3,1,3,4,0,0.188,0.063,0.188,0.25,1.1,0.069,8,8,50,39,38,-0.82,11.294,0,0.996,0.332,0.996,1.328,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0.87,2.62,3.49,0,0.164,0.054,0.164,0.218,0,3.121,1.04,3.121,4.161,0,0.195,0.065,0.195,0.26,0,2.662,0.885,2.662,3.547,0,0.166,0.055,0.166,0.222,0,0.884,0.294,0.884,1.178,0,3.211,1.07,3.211,4.281,0,0.201,0.067,0.201,0.268,0,1.066,0.355,1.066,1.421,0,2.724,0.904,2.724,3.628,0,0.17,0.056,0.17,0.227,0,2.854,0.948,2.854,3.802,0,0.178,0.059,0.178,0.238,0,0.948,0.315,0.948,1.262,50
Josh Dunne,22,LW,L,6'03,183,16.77,2017,Green Bay Gamblers,19,3,2,2,5,7,12,25,7,22,0,0,0,0.158,0.105,0.105,0.263,0.368,0.632,2.5,0.132,3,2,2,5,7,0.158,0.105,0.105,0.263,0.368,2.5,0.132,9,2,81.818,52,29,20.389,8.729,1.085,0.724,0.724,1.809,2.532,0.904,0,0,0,0,0,0,0,0,0,0,0,0,3.388,2.249,2.256,5.636,7.892,0.178,0.118,0.119,0.297,0.415,3.121,2.08,2.08,5.201,7.281,0.164,0.109,0.109,0.274,0.383,3.345,2.221,2.226,5.566,7.791,0.176,0.117,0.117,0.293,0.41,1.21,0.803,0.805,2.014,2.819,3.211,2.14,2.141,5.351,7.492,0.169,0.113,0.113,0.282,0.394,1.162,0.774,0.775,1.936,2.711,3.526,2.34,2.347,5.865,8.212,0.186,0.123,0.124,0.309,0.432,3.577,2.374,2.38,5.95,8.33,0.188,0.125,0.125,0.313,0.438,1.294,0.859,0.861,2.153,3.014,77.778
Jason Dhooghe,14,LW,L,5'07,162,18.504,2015,Green Bay Gamblers,51,7,6,1,13,14,52,13.462,12,40,0,0,0,0.137,0.118,0.02,0.255,0.275,1.02,6.6,0.129,5,6,1,11,12,0.098,0.118,0.02,0.216,0.235,5.1,0.1,26,16,61.905,120,84,3.88,11.071,0.531,0.638,0.106,1.169,1.275,0.542,1,0,0,1,1,0.02,0,0,0.02,0.02,0.5,0.01,5.756,4.975,0.824,10.731,11.555,0.113,0.098,0.016,0.21,0.227,7.292,6.249,1.04,13.541,14.581,0.143,0.123,0.02,0.266,0.286,4.21,5.089,0.845,9.298,10.143,0.083,0.1,0.017,0.182,0.199,0.447,0.541,0.09,0.988,1.078,5.357,6.433,1.07,11.79,12.86,0.105,0.126,0.021,0.231,0.252,0.569,0.684,0.114,1.253,1.367,5.992,5.175,0.856,11.167,12.024,0.117,0.101,0.017,0.219,0.236,4.518,5.467,0.906,9.985,10.891,0.089,0.107,0.018,0.196,0.214,0.48,0.581,0.096,1.061,1.157,46.154
Kyle Siemers,24,RD,R,6'00,200,18.929,2015,Des Moines Buccaneers,15,0,2,0,2,2,11,0,-3,4,0,0,0,0,0.133,0,0.133,0.133,0.733,0.6,0.04,0,2,0,2,2,0,0.133,0,0.133,0.133,0.6,0.04,5,8,38.462,22,35,-0.174,11.884,0,0.673,0,0.673,0.673,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,1.513,0,1.513,1.513,0,0.101,0,0.101,0.101,0,2.08,0,2.08,2.08,0,0.139,0,0.139,0.139,0,1.568,0,1.568,1.568,0,0.105,0,0.105,0.105,0,0.528,0,0.528,0.528,0,2.14,0,2.14,2.14,0,0.143,0,0.143,0.143,0,0.72,0,0.72,0.72,0,1.571,0,1.571,1.571,0,0.105,0,0.105,0.105,0,1.683,0,1.683,1.683,0,0.112,0,0.112,0.112,0,0.566,0,0.566,0.566,40
Nick Wolff,12,LD,L,6'04,217,19.153,2014,Des Moines Buccaneers,52,1,6,3,7,10,71,1.408,-1,141,0,0,0,0.019,0.115,0.058,0.135,0.192,1.365,3.1,0.06,1,4,2,5,7,0.019,0.077,0.038,0.096,0.135,2.3,0.044,37,42,46.835,113,129,0.209,14.933,0.077,0.309,0.155,0.386,0.541,0.178,0,0,1,0,1,0,0,0.019,0,0.019,0.2,0.004,0.707,4.312,2.131,5.019,7.15,0.014,0.083,0.041,0.097,0.138,1.039,6.249,3.122,7.288,10.41,0.02,0.12,0.06,0.14,0.2,0.74,3,1.489,3.739,5.228,0.014,0.058,0.029,0.072,0.101,0.057,0.232,0.115,0.289,0.404,1.069,4.284,2.141,5.353,7.494,0.021,0.082,0.041,0.103,0.144,0.083,0.331,0.165,0.414,0.579,0.734,4.481,2.214,5.215,7.43,0.014,0.086,0.043,0.1,0.143,0.793,3.225,1.6,4.019,5.618,0.015,0.062,0.031,0.077,0.108,0.061,0.249,0.124,0.311,0.434,18.919
AJ Vanderbeck,22,C,R,5'10,188,17.978,2016,Sioux Falls Stampede,49,7,3,4,10,14,82,8.537,-8,14,0,0,0,0.143,0.061,0.082,0.204,0.286,1.673,6.2,0.127,5,3,2,8,10,0.102,0.061,0.041,0.163,0.204,4.4,0.09,16,23,41.026,99,104,-9.584,10.73,0.571,0.342,0.228,0.913,1.141,0.502,2,0,2,2,4,0.041,0,0.041,0.041,0.082,1.8,0.037,6.408,2.756,3.665,9.164,12.829,0.131,0.056,0.075,0.187,0.262,7.292,3.121,4.165,10.413,14.578,0.149,0.064,0.085,0.213,0.298,4.624,2.783,1.852,7.407,9.259,0.094,0.057,0.038,0.151,0.189,0.528,0.318,0.211,0.845,1.057,5.357,3.211,2.141,8.568,10.709,0.109,0.066,0.044,0.175,0.219,0.611,0.366,0.244,0.977,1.221,6.673,2.866,3.815,9.539,13.354,0.136,0.058,0.078,0.195,0.273,4.957,2.982,1.984,7.939,9.923,0.101,0.061,0.04,0.162,0.203,0.566,0.34,0.226,0.906,1.132,62.5
Luke Bafia,7,RD,R,6'01,203,19.655,2014,Green Bay Gamblers,48,0,6,4,6,10,57,0,8,110,0,0,0,0,0.125,0.083,0.125,0.208,1.188,2.6,0.054,0,5,3,5,8,0,0.104,0.063,0.104,0.167,2.1,0.044,30,24,55.556,110,78,-4.145,13.498,0,0.463,0.278,0.463,0.741,0.194,0,1,1,1,2,0,0.021,0.021,0.021,0.042,0.5,0.01,0,3.799,2.489,3.799,6.288,0,0.079,0.052,0.079,0.131,0,6.249,4.165,6.249,10.414,0,0.13,0.087,0.13,0.217,0,3.37,2,3.37,5.37,0,0.07,0.042,0.07,0.112,0,0.312,0.185,0.312,0.497,0,5.358,3.213,5.358,8.571,0,0.112,0.067,0.112,0.179,0,0.496,0.298,0.496,0.794,0,3.944,2.587,3.944,6.531,0,0.082,0.054,0.082,0.136,0,3.632,2.154,3.632,5.786,0,0.076,0.045,0.076,0.121,0,0.336,0.199,0.336,0.536,26.667
Karch Bachman,23,LW,L,5'11,179,18.518,2015,Cedar Rapids RoughRiders,35,14,8,0,22,22,79,17.722,1,10,0,0,0,0.4,0.229,0,0.629,0.629,2.257,11.1,0.317,9,5,0,14,14,0.257,0.143,0,0.4,0.4,6.9,0.197,16,19,45.714,63,84,3.75,12.037,1.282,0.712,0,1.994,1.994,0.983,1,2,0,3,3,0.029,0.057,0,0.086,0.086,1.1,0.031,11.478,6.614,0,18.091,18.091,0.328,0.189,0,0.517,0.517,14.622,8.339,0,22.961,22.961,0.418,0.238,0,0.656,0.656,7.557,4.23,0,11.787,11.787,0.216,0.121,0,0.337,0.337,1.076,0.602,0,1.679,1.679,9.662,5.358,0,15.02,15.02,0.276,0.153,0,0.429,0.429,1.376,0.763,0,2.139,2.139,11.979,6.886,0,18.865,18.865,0.342,0.197,0,0.539,0.539,8.127,4.543,0,12.67,12.67,0.232,0.13,0,0.362,0.362,1.158,0.647,0,1.804,1.804,87.5
Matthew Berkovitz,5,LD,L,6'01,190,19.578,2014,Green Bay Gamblers,48,2,5,3,7,10,66,3.03,10,20,0,0,0,0.042,0.104,0.063,0.146,0.208,1.375,3.1,0.065,2,4,3,6,9,0.042,0.083,0.063,0.125,0.188,2.8,0.058,34,25,57.627,118,79,-3.243,13.929,0.179,0.359,0.269,0.538,0.808,0.251,0,1,0,1,1,0,0.021,0,0.021,0.021,0.3,0.006,1.264,3.231,1.907,4.496,6.403,0.026,0.067,0.04,0.094,0.133,2.08,5.206,3.122,7.286,10.408,0.043,0.108,0.065,0.152,0.217,1.346,2.742,2.036,4.088,6.124,0.028,0.057,0.042,0.085,0.128,0.121,0.246,0.183,0.367,0.55,2.14,4.284,3.213,6.424,9.637,0.045,0.089,0.067,0.134,0.201,0.192,0.384,0.288,0.576,0.864,1.312,3.355,1.981,4.667,6.648,0.027,0.07,0.041,0.097,0.139,1.446,2.953,2.192,4.399,6.591,0.03,0.062,0.046,0.092,0.137,0.13,0.265,0.197,0.395,0.591,26.471
Hayden Rowan,23,LW,L,5'09,171,16.647,2017,Muskegon Lumberjacks,6,1,0,0,1,1,9,11.111,0,2,0,0,0,0.167,0,0,0.167,0.167,1.5,0.7,0.117,1,0,0,1,1,0.167,0,0,0.167,0.167,0.7,0.117,3,3,50,15,19,7.143,10.097,0.99,0,0,0.99,0.99,0.693,0,0,0,0,0,0,0,0,0,0,0,0,1.151,0,0,1.151,1.151,0.192,0,0,0.192,0.192,1.039,0,0,1.039,1.039,0.173,0,0,0.173,0.173,1.134,0,0,1.134,1.134,0.189,0,0,0.189,0.189,1.123,0,0,1.123,1.123,1.069,0,0,1.069,1.069,0.178,0,0,0.178,0.178,1.059,0,0,1.059,1.059,1.196,0,0,1.196,1.196,0.199,0,0,0.199,0.199,1.211,0,0,1.211,1.211,0.202,0,0,0.202,0.202,1.2,0,0,1.2,1.2,33.333
Anthony DelGaizo,25,C,L,5'10,187,17.622,2016,Muskegon Lumberjacks,36,1,1,1,2,3,33,3.03,-8,26,0,0,0,0.028,0.028,0.028,0.056,0.083,0.917,1.5,0.042,1,1,1,2,3,0.028,0.028,0.028,0.056,0.083,1.5,0.042,9,17,34.615,87,103,-12.946,9.198,0.181,0.181,0.181,0.362,0.544,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0.978,0.979,0.979,1.958,2.936,0.027,0.027,0.027,0.054,0.082,1.039,1.039,1.04,2.078,3.118,0.029,0.029,0.029,0.058,0.087,0.981,0.982,0.981,1.962,2.943,0.027,0.027,0.027,0.054,0.082,0.178,0.178,0.178,0.356,0.533,1.069,1.069,1.07,2.138,3.208,0.03,0.03,0.03,0.059,0.089,0.194,0.194,0.194,0.388,0.582,1.016,1.017,1.018,2.034,3.051,0.028,0.028,0.028,0.056,0.085,1.049,1.05,1.05,2.098,3.148,0.029,0.029,0.029,0.058,0.087,0.19,0.19,0.19,0.38,0.57,33.333
Ty Amonte,21,RW,R,5'11,185,17.677,2016,Youngstown Phantoms,2,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,-33.333,9.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Kawamura,18,C,R,5'07,161,16.304,2017,Lincoln Stars,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny DeRoche,10,C,L,5'10,165,17.23,2016,Cedar Rapids RoughRiders,37,5,5,2,10,12,52,9.615,-5,4,0,0,0,0.135,0.135,0.054,0.27,0.324,1.405,4.6,0.124,5,3,2,8,10,0.135,0.081,0.054,0.216,0.27,4,0.108,16,16,50,88,65,-9.504,11.232,0.722,0.433,0.289,1.155,1.444,0.577,0,2,0,2,2,0,0.054,0,0.054,0.054,0.6,0.016,5.239,5.23,2.095,10.469,12.563,0.142,0.141,0.057,0.283,0.34,5.205,5.206,2.08,10.411,12.491,0.141,0.141,0.056,0.281,0.338,5.213,3.123,2.083,8.335,10.419,0.141,0.084,0.056,0.225,0.282,0.753,0.451,0.301,1.203,1.504,5.357,3.211,2.141,8.568,10.709,0.145,0.087,0.058,0.232,0.289,0.773,0.464,0.309,1.237,1.546,5.455,5.447,2.179,10.901,13.08,0.147,0.147,0.059,0.295,0.354,5.583,3.341,2.229,8.923,11.153,0.151,0.09,0.06,0.241,0.301,0.806,0.482,0.322,1.288,1.61,62.5
Hugo Reinhardt,20,C,L,5'10,189,19.444,2014,Fargo Force,44,5,1,4,6,10,62,8.065,-2,57,0,0,0,0.114,0.023,0.091,0.136,0.227,1.409,3.8,0.086,5,0,3,5,8,0.114,0,0.068,0.114,0.182,3.3,0.075,12,14,46.154,78,75,-5.815,9.762,0.698,0,0.419,0.698,1.117,0.461,0,1,1,1,2,0,0.023,0.023,0.023,0.045,0.5,0.011,3.28,0.669,2.637,3.949,6.586,0.075,0.015,0.06,0.09,0.15,5.205,1.039,4.165,6.244,10.409,0.118,0.024,0.095,0.142,0.237,3.47,0,2.098,3.47,5.568,0.079,0,0.048,0.079,0.127,0.485,0,0.293,0.485,0.778,5.357,0,3.213,5.357,8.57,0.122,0,0.073,0.122,0.195,0.748,0,0.449,0.748,1.197,3.408,0.693,2.741,4.101,6.843,0.077,0.016,0.062,0.093,0.156,3.732,0,2.258,3.732,5.99,0.085,0,0.051,0.085,0.136,0.521,0,0.315,0.521,0.837,66.667
Vladimir Studennikov,20,LW,L,5'11,190,18.403,2015,Des Moines Buccaneers,7,0,0,0,0,0,7,0,-6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,20,-46.154,10.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Parsells,36,LD,L,6'06,193,18.699,2015,Chicago Steel,50,4,3,6,7,13,58,6.897,7,12,0,0,0,0.08,0.06,0.12,0.14,0.26,1.16,4.8,0.096,4,2,5,6,11,0.08,0.04,0.1,0.12,0.22,4.3,0.086,37,31,54.412,93,107,11.988,15.206,0.316,0.158,0.395,0.473,0.868,0.339,0,1,1,1,2,0,0.02,0.02,0.02,0.04,0.5,0.01,3.151,2.388,4.739,5.539,10.278,0.063,0.048,0.095,0.111,0.206,4.162,3.121,6.254,7.283,13.537,0.083,0.062,0.125,0.146,0.271,3.245,1.637,4.073,4.882,8.955,0.065,0.033,0.081,0.098,0.179,0.256,0.129,0.321,0.385,0.707,4.284,2.14,5.364,6.424,11.788,0.086,0.043,0.107,0.128,0.236,0.338,0.169,0.423,0.507,0.93,3.276,2.481,4.935,5.756,10.692,0.066,0.05,0.099,0.115,0.214,3.483,1.756,4.38,5.239,9.619,0.07,0.035,0.088,0.105,0.192,0.275,0.139,0.346,0.413,0.759,29.73
Evan Smith,17,C,L,6'00,195,19.049,2014,Dubuque Fighting Saints,53,15,13,5,28,33,136,11.029,4,48,0,0,0,0.283,0.245,0.094,0.528,0.623,2.566,13.7,0.258,7,13,4,20,24,0.132,0.245,0.075,0.377,0.453,8.6,0.162,30,25,54.545,122,102,0.107,12.188,0.65,1.208,0.372,1.858,2.229,0.799,6,0,1,6,7,0.113,0,0.019,0.113,0.132,3.9,0.074,10.888,9.572,3.642,20.46,24.102,0.205,0.181,0.069,0.386,0.455,15.672,13.578,5.209,29.25,34.459,0.296,0.256,0.098,0.552,0.65,5.293,9.953,3.042,15.246,18.288,0.1,0.188,0.057,0.288,0.345,0.492,0.925,0.283,1.416,1.699,7.508,13.993,4.288,21.501,25.789,0.142,0.264,0.081,0.406,0.487,0.697,1.3,0.398,1.997,2.395,11.361,9.979,3.79,21.34,25.13,0.214,0.188,0.072,0.403,0.474,5.693,10.753,3.272,16.446,19.718,0.107,0.203,0.062,0.31,0.372,0.529,0.999,0.304,1.528,1.832,80
Marc Michaelis,18,LW,L,5'10,170,20.126,2013,Green Bay Gamblers,54,8,24,14,32,46,111,7.207,9,18,0,0,0,0.148,0.444,0.259,0.593,0.852,2.056,14.9,0.276,6,15,7,21,28,0.111,0.278,0.13,0.389,0.519,9.8,0.181,35,25,58.333,127,87,-1.407,13.328,0.5,1.251,0.584,1.751,2.334,0.817,2,8,7,10,17,0.037,0.148,0.13,0.185,0.315,4.8,0.089,4.282,13.272,7.554,17.554,25.108,0.079,0.246,0.14,0.325,0.465,8.337,25.178,14.654,33.515,48.169,0.154,0.466,0.271,0.621,0.892,3.519,9.04,4.158,12.56,16.717,0.065,0.167,0.077,0.233,0.31,0.293,0.754,0.347,1.047,1.394,6.432,16.164,7.521,22.596,30.117,0.119,0.299,0.139,0.418,0.558,0.536,1.348,0.627,1.884,2.511,4.449,13.863,7.887,18.312,26.199,0.082,0.257,0.146,0.339,0.485,3.797,9.818,4.5,13.615,18.115,0.07,0.182,0.083,0.252,0.335,0.317,0.819,0.375,1.135,1.51,80
Nick Poehling,9,C,L,5'10,173,19.047,2014,Green Bay Gamblers,55,15,12,12,27,39,138,10.87,8,18,0,0,0,0.273,0.218,0.218,0.491,0.709,2.509,14.4,0.262,9,5,9,14,23,0.164,0.091,0.164,0.255,0.418,8.7,0.158,35,25,58.333,131,88,-2.044,13.138,0.747,0.415,0.747,1.162,1.91,0.722,6,7,3,13,16,0.109,0.127,0.055,0.236,0.291,5.7,0.104,10.893,8.84,8.745,19.733,28.478,0.198,0.161,0.159,0.359,0.518,15.672,12.529,12.548,28.201,40.749,0.285,0.228,0.228,0.513,0.741,6.808,3.83,6.847,10.638,17.485,0.124,0.07,0.124,0.193,0.318,0.565,0.318,0.569,0.883,1.452,9.662,5.358,9.684,15.02,24.704,0.176,0.097,0.176,0.273,0.449,0.802,0.445,0.804,1.247,2.051,11.367,9.212,9.134,20.578,29.713,0.207,0.167,0.166,0.374,0.54,7.33,4.119,7.393,11.449,18.841,0.133,0.075,0.134,0.208,0.343,0.609,0.342,0.614,0.951,1.564,65.714
Jack Poehling,3,C,L,6'00,180,19.047,2014,Green Bay Gamblers,53,14,9,4,23,27,115,12.174,1,22,0,0,0,0.264,0.17,0.075,0.434,0.509,2.17,11.4,0.215,12,6,2,18,20,0.226,0.113,0.038,0.34,0.377,9.1,0.172,28,25,52.83,126,84,-9.59,12.484,1.088,0.544,0.181,1.632,1.814,0.825,2,3,2,5,7,0.038,0.057,0.038,0.094,0.132,2.3,0.043,10.167,6.63,2.915,16.797,19.712,0.192,0.125,0.055,0.317,0.372,14.622,9.385,4.165,24.007,28.172,0.276,0.177,0.079,0.453,0.532,9.077,4.596,1.522,13.673,15.194,0.171,0.087,0.029,0.258,0.287,0.823,0.417,0.138,1.24,1.378,12.903,6.433,2.141,19.336,21.477,0.243,0.121,0.04,0.365,0.405,1.17,0.583,0.194,1.753,1.947,10.605,6.9,3.032,17.505,20.537,0.2,0.13,0.057,0.33,0.387,9.789,4.945,1.634,14.734,16.368,0.185,0.093,0.031,0.278,0.309,0.888,0.448,0.148,1.336,1.484,71.429
