Name,Number,Position,Shoots,Height,Weight,Age,Draft Year,Team,GP,G,1A,2A,Primary Points,Points,Shots,Shooting Percentage,+/-,PIM,Face-offs Won,Face-offs Taken,Face-off Win%,G/GP,1A/GP,2A/GP,Primary Points/GP,Points/GP,Shots/GP,Goals Created,Goals Created/GP,ES G,ES 1A,ES 2A,ES Primary Points,ES Points,ES G/GP,ES 1A/GP,ES 2A/GP,ES Primary Points/GP,ES Points/GP,ES Goals Created,ES Goals Created/GP,ES GF,ES GA,ES GF%,ES Team GF,ES Team GA,ES GF%Rel,ES eTOI,ES eG/60,ES e1A/60,ES e2A/60,ES ePrimary Points/60,ES ePoints/60,ES eGoals Created/60,PP G,PP 1A,PP 2A,PP Primary Points,PP Points,PP G/GP,PP 1A/GP,PP 2A/GP,PP Primary Points/GP,PP Points/GP,PP Goals Created,PP Goals Created/GP,Age Adjusted G,Age Adjusted 1A,Age Adjusted 2A,Age Adjusted Primary Points,Age Adjusted Points,Age Adjusted G/GP,Age Adjusted 1A/GP,Age Adjusted 2A/GP,Age Adjusted Primary Points/GP,Age Adjusted Points/GP,Era Adjusted G,Era Adjusted 1A,Era Adjusted 2A,Era Adjusted Primary Points,Era Adjusted Points,Era Adjusted G/GP,Era Adjusted 1A/GP,Era Adjusted 2A/GP,Era Adjusted Primary Points/GP,Era Adjusted Points/GP,ES Age Adjusted G,ES Age Adjusted 1A,ES Age Adjusted 2A,ES Age Adjusted Primary Points,ES Age Adjusted Points,ES Age Adjusted G/GP,ES Age Adjusted 1A/GP,ES Age Adjusted 2A/GP,ES Age Adjusted Primary Points/GP,ES Age Adjusted Points/GP,ES Age Adjusted G/60,ES Age Adjusted 1A/60,ES Age Adjusted 2A/60,ES Age Adjusted Primary Points/60,ES Age Adjusted Points/60,ES Era Adjusted G,ES Era Adjusted 1A,ES Era Adjusted 2A,ES Era Adjusted Primary Points,ES Era Adjusted Points,ES Era Adjusted G/GP,ES Era Adjusted 1A/GP,ES Era Adjusted 2A/GP,ES Era Adjusted Primary Points/GP,ES Era Adjusted Points/GP,ES Era Adjusted G/60,ES Era Adjusted 1A/60,ES Era Adjusted 2A/60,ES Era Adjusted Primary Points/60,ES Era Adjusted Points/60,Age and Era Adjusted G,Age and Era Adjusted 1A,Age and Era Adjusted 2A,Age and Era Adjusted Primary Points,Age and Era Adjusted Points,Age and Era Adjusted G/GP,Age and Era Adjusted 1A/GP,Age and Era Adjusted 2A/GP,Age and Era Adjusted Primary Points/GP,Age and Era Adjusted Points/GP,ES Age and Era Adjusted G,ES Age and Era Adjusted 1A,ES Age and Era Adjusted 2A,ES Age and Era Adjusted Primary Points,ES Age and Era Adjusted Points,ES Age and Era Adjusted G/GP,ES Age and Era Adjusted 1A/GP,ES Age and Era Adjusted 2A/GP,ES Age and Era Adjusted Primary Points/GP,ES Age and Era Adjusted Points/GP,ES Age and Era Adjusted G/60,ES Age and Era Adjusted 1A/60,ES Age and Era Adjusted 2A/60,ES Age and Era Adjusted Primary Points/60,ES Age and Era Adjusted Points/60,ES IPP
Bobby Hampton,21,C,R,6'00,180,17.825,2016,Chicago Steel,10,1,0,0,1,1,7,14.286,2,2,0,0,0,0.1,0,0,0.1,0.1,0.7,0.5,0.05,1,0,0,1,1,0.1,0,0,0.1,0.1,0.5,0.05,4,2,66.667,19,25,27.193,9.184,0.653,0,0,0.653,0.653,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0.942,0.942,0.094,0,0,0.094,0.094,1.039,0,0,1.039,1.039,0.104,0,0,0.104,0.104,0.949,0,0,0.949,0.949,0.095,0,0,0.095,0.095,0.62,0,0,0.62,0.62,1.069,0,0,1.069,1.069,0.107,0,0,0.107,0.107,0.698,0,0,0.698,0.698,0.979,0,0,0.979,0.979,0.098,0,0,0.098,0.098,1.015,0,0,1.015,1.015,0.101,0,0,0.101,0.101,0.663,0,0,0.663,0.663,25
Cole Hults,49,LD,L,6'00,177,17.318,2016,Madison Capitols,50,0,3,5,3,8,21,0,0,59,0,0,0,0,0.06,0.1,0.06,0.16,0.42,1.9,0.038,0,3,4,3,7,0,0.06,0.08,0.06,0.14,1.7,0.034,25,27,48.077,115,103,-6.14,12.183,0,0.295,0.394,0.295,0.689,0.167,0,0,1,0,1,0,0,0.02,0,0.02,0.2,0.004,0,3.093,5.16,3.093,8.252,0,0.062,0.103,0.062,0.165,0,3.121,5.209,3.121,8.33,0,0.062,0.104,0.062,0.167,0,3.083,4.113,3.083,7.195,0,0.062,0.082,0.062,0.144,0,0.304,0.405,0.304,0.709,0,3.211,4.288,3.211,7.499,0,0.064,0.086,0.064,0.15,0,0.316,0.422,0.316,0.738,0,3.218,5.376,3.218,8.594,0,0.064,0.108,0.064,0.172,0,3.298,4.407,3.298,7.706,0,0.066,0.088,0.066,0.154,0,0.325,0.434,0.325,0.759,28
Ryan Lohin,18,C,L,6'00,193,19.222,2014,Waterloo Black Hawks,57,22,21,10,43,53,186,11.828,8,54,0,0,0,0.386,0.368,0.175,0.754,0.93,3.263,21.5,0.377,16,18,9,34,43,0.281,0.316,0.158,0.596,0.754,16.9,0.296,54,45,54.545,139,125,3.03,16.266,1.035,1.165,0.582,2.2,2.783,1.094,5,2,1,7,8,0.088,0.035,0.018,0.123,0.14,3.3,0.058,15.295,14.844,6.981,30.14,37.121,0.268,0.26,0.122,0.529,0.651,23.046,22.004,10.445,45.05,55.495,0.404,0.386,0.183,0.79,0.974,11.662,13.31,6.604,24.972,31.576,0.205,0.234,0.116,0.438,0.554,0.755,0.861,0.427,1.616,2.043,17.239,19.429,9.684,36.668,46.352,0.302,0.341,0.17,0.643,0.813,1.116,1.257,0.627,2.373,3,15.999,15.519,7.282,31.518,38.8,0.281,0.272,0.128,0.553,0.681,12.607,14.427,7.133,27.035,34.168,0.221,0.253,0.125,0.474,0.599,0.816,0.934,0.462,1.75,2.211,79.63
Sam McCormick,77,RW,R,5'09,162,18.567,2015,Waterloo Black Hawks,56,28,16,8,44,52,174,16.092,11,12,0,0,0,0.5,0.286,0.143,0.786,0.929,3.107,22.2,0.396,24,10,5,34,39,0.429,0.179,0.089,0.607,0.696,17.4,0.311,53,41,56.383,138,122,5.178,15.852,1.622,0.676,0.338,2.298,2.636,1.176,3,6,3,9,12,0.054,0.107,0.054,0.161,0.214,4.1,0.073,22.713,13.094,6.503,35.807,42.31,0.406,0.234,0.116,0.639,0.756,29.397,16.731,8.347,46.128,54.475,0.525,0.299,0.149,0.824,0.973,19.968,8.386,4.175,28.354,32.529,0.357,0.15,0.075,0.506,0.581,1.35,0.567,0.282,1.916,2.199,25.964,10.746,5.364,36.71,42.074,0.464,0.192,0.096,0.656,0.751,1.755,0.726,0.363,2.481,2.844,23.827,13.676,6.781,37.503,44.283,0.425,0.244,0.121,0.67,0.791,21.642,9.032,4.489,30.673,35.162,0.386,0.161,0.08,0.548,0.628,1.463,0.61,0.303,2.073,2.377,73.585
Ethan Somoza,21,LW,L,5'11,180,19.359,2014,Bloomington Thunder,50,3,5,2,8,10,57,5.263,4,28,0,0,0,0.06,0.1,0.04,0.16,0.2,1.14,3.4,0.068,3,5,0,8,8,0.06,0.1,0,0.16,0.16,3,0.06,17,12,58.621,95,92,9.254,9.625,0.374,0.623,0,0.997,0.997,0.374,0,0,2,0,2,0,0,0.04,0,0.04,0.4,0.008,2.013,3.418,1.348,5.431,6.779,0.04,0.068,0.027,0.109,0.136,3.121,5.206,2.08,8.327,10.407,0.062,0.104,0.042,0.167,0.208,2.122,3.594,0,5.716,5.716,0.042,0.072,0,0.114,0.114,0.265,0.448,0,0.713,0.713,3.211,5.358,0,8.569,8.569,0.064,0.107,0,0.171,0.171,0.4,0.668,0,1.068,1.068,2.091,3.55,1.4,5.64,7.04,0.042,0.071,0.028,0.113,0.141,2.28,3.869,0,6.149,6.149,0.046,0.077,0,0.123,0.123,0.284,0.482,0,0.767,0.767,47.059
Jake Slaker,13,C,L,5'10,184,19.216,2014,Bloomington Thunder,54,21,12,9,33,42,151,13.907,1,40,0,0,0,0.389,0.222,0.167,0.611,0.778,2.796,17.3,0.32,10,9,7,19,26,0.185,0.167,0.13,0.352,0.481,10.5,0.194,33,32,50.769,100,104,2.568,14.434,0.77,0.693,0.539,1.463,2.001,0.808,11,2,2,13,15,0.204,0.037,0.037,0.241,0.278,6.5,0.12,14.623,8.495,6.292,23.117,29.41,0.271,0.157,0.117,0.428,0.545,21.99,12.529,9.396,34.519,43.915,0.407,0.232,0.174,0.639,0.813,7.298,6.663,5.143,13.961,19.104,0.135,0.123,0.095,0.259,0.354,0.562,0.513,0.396,1.075,1.471,10.741,9.666,7.521,20.407,27.928,0.199,0.179,0.139,0.378,0.517,0.827,0.744,0.579,1.571,2.15,15.289,8.85,6.561,24.138,30.699,0.283,0.164,0.121,0.447,0.569,7.865,7.186,5.547,15.051,20.598,0.146,0.133,0.103,0.279,0.381,0.605,0.553,0.427,1.159,1.586,78.788
Ryan Blankemeier,25,C,R,6'00,157,18.984,2015,Green Bay Gamblers,55,9,6,11,15,26,87,10.345,11,10,0,0,0,0.164,0.109,0.2,0.273,0.473,1.582,9.7,0.176,7,6,9,13,22,0.127,0.109,0.164,0.236,0.4,8.1,0.147,31,21,59.615,129,84,-1.255,12.164,0.628,0.538,0.807,1.166,1.973,0.726,1,0,2,1,3,0.018,0,0.036,0.018,0.055,0.9,0.016,6.636,4.484,8.138,11.121,19.259,0.121,0.082,0.148,0.202,0.35,9.383,6.249,11.496,15.632,27.128,0.171,0.114,0.209,0.284,0.493,5.364,4.653,6.935,10.017,16.952,0.098,0.085,0.126,0.182,0.308,0.481,0.417,0.622,0.898,1.52,7.508,6.433,9.684,13.941,23.625,0.137,0.117,0.176,0.253,0.43,0.673,0.577,0.868,1.25,2.118,6.91,4.662,8.496,11.572,20.068,0.126,0.085,0.154,0.21,0.365,5.77,5.006,7.486,10.775,18.261,0.105,0.091,0.136,0.196,0.332,0.517,0.449,0.671,0.966,1.638,70.968
Cam Spicer,26,RD,R,6'01,189,19.562,2014,Bloomington Thunder,31,0,1,3,1,4,29,0,3,20,0,0,0,0,0.032,0.097,0.032,0.129,0.935,0.9,0.029,0,1,3,1,4,0,0.032,0.097,0.032,0.129,0.9,0.029,17,14,54.839,67,56,0.491,12.731,0,0.152,0.456,0.152,0.608,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,1.915,0.649,2.564,0,0.021,0.062,0.021,0.083,0,1.039,3.122,1.039,4.161,0,0.034,0.101,0.034,0.134,0,0.688,2.044,0.688,2.732,0,0.022,0.066,0.022,0.088,0,0.105,0.311,0.105,0.415,0,1.069,3.213,1.069,4.282,0,0.034,0.104,0.034,0.138,0,0.163,0.488,0.163,0.651,0,0.672,1.99,0.672,2.662,0,0.022,0.064,0.022,0.086,0,0.739,2.2,0.739,2.939,0,0.024,0.071,0.024,0.095,0,0.112,0.334,0.112,0.447,23.529
Shane Bowers,15,C,L,6'00,176,16.129,2017,Waterloo Black Hawks,51,14,9,5,23,28,101,13.861,3,14,0,0,0,0.275,0.176,0.098,0.451,0.549,1.98,11.5,0.225,13,7,4,20,24,0.255,0.137,0.078,0.392,0.471,10.2,0.2,35,29,54.688,127,110,1.509,12.795,1.195,0.644,0.368,1.839,2.207,0.938,1,2,1,3,4,0.02,0.039,0.02,0.059,0.078,1.3,0.025,17.397,11.1,6.202,28.497,34.699,0.341,0.218,0.122,0.559,0.68,14.622,9.385,5.209,24.007,29.216,0.287,0.184,0.102,0.471,0.573,15.806,8.452,4.848,24.258,29.106,0.31,0.166,0.095,0.476,0.571,1.453,0.777,0.446,2.23,2.676,13.985,7.51,4.288,21.495,25.783,0.274,0.147,0.084,0.421,0.506,1.286,0.691,0.394,1.977,2.371,18.182,11.587,6.465,29.769,36.234,0.357,0.227,0.127,0.584,0.71,16.977,9.049,5.187,26.026,31.213,0.333,0.177,0.102,0.51,0.612,1.561,0.832,0.477,2.393,2.87,68.571
Pierce Pluemer,22,LW,L,6'04,203,19.688,2014,Sioux City Musketeers,20,1,5,0,6,6,19,5.263,1,6,0,0,0,0.05,0.25,0,0.3,0.3,0.95,2,0.1,1,5,0,6,6,0.05,0.25,0,0.3,0.3,2,0.1,8,7,53.333,38,39,4.946,11.171,0.269,1.343,0,1.611,1.611,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0.613,3.138,0,3.751,3.751,0.031,0.157,0,0.188,0.188,1.039,5.206,0,6.245,6.245,0.052,0.26,0,0.312,0.312,0.655,3.345,0,4,4,0.033,0.167,0,0.2,0.2,0.176,0.898,0,1.074,1.074,1.069,5.358,0,6.427,6.427,0.053,0.268,0,0.321,0.321,0.287,1.439,0,1.726,1.726,0.635,3.257,0,3.892,3.892,0.032,0.163,0,0.195,0.195,0.704,3.605,0,4.309,4.309,0.035,0.18,0,0.215,0.215,0.189,0.968,0,1.157,1.157,75
Sam Fuss,28,D,R,5'10,161,18.307,2015,Sioux City Musketeers,2,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,-20,10.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Russell,8,RW,R,5'10,156,17.622,2016,Des Moines Buccaneers,5,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,11,-37.5,6.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Pelton-Byce,27,C,L,6'02,185,18.422,2015,Des Moines Buccaneers,55,15,15,10,30,40,110,13.636,9,12,0,0,0,0.273,0.273,0.182,0.545,0.727,2,15.1,0.275,12,13,5,25,30,0.218,0.236,0.091,0.455,0.545,11.8,0.215,44,36,55,115,136,13.48,14.582,0.898,0.973,0.374,1.87,2.244,0.883,3,2,5,5,10,0.055,0.036,0.091,0.091,0.182,3.3,0.06,12.552,12.646,8.384,25.198,33.582,0.228,0.23,0.152,0.458,0.611,15.672,15.679,10.445,31.351,41.796,0.285,0.285,0.19,0.57,0.76,10.258,11.187,4.287,21.445,25.732,0.187,0.203,0.078,0.39,0.468,0.767,0.837,0.321,1.604,1.925,12.903,13.993,5.364,26.896,32.26,0.235,0.254,0.098,0.489,0.587,0.965,1.047,0.401,2.012,2.413,13.106,13.205,8.751,26.311,35.062,0.238,0.24,0.159,0.478,0.637,11.047,12.064,4.608,23.111,27.719,0.201,0.219,0.084,0.42,0.504,0.826,0.903,0.345,1.729,2.074,68.182
Alec Rauhauser,3,LD,L,6'03,221,20.526,2013,Des Moines Buccaneers,53,5,18,12,23,35,121,4.132,3,55,0,0,0,0.094,0.34,0.226,0.434,0.66,2.283,10.3,0.194,4,12,7,16,23,0.075,0.226,0.132,0.302,0.434,7,0.132,50,44,53.191,114,132,11.086,16.499,0.274,0.823,0.48,1.098,1.578,0.48,1,6,5,7,12,0.019,0.113,0.094,0.132,0.226,3.3,0.062,2.322,8.728,5.634,11.05,16.684,0.044,0.165,0.106,0.208,0.315,5.205,18.838,12.548,24.043,36.591,0.098,0.355,0.237,0.454,0.69,2.094,6.506,3.725,8.6,12.325,0.04,0.123,0.07,0.162,0.233,0.144,0.446,0.256,0.59,0.846,4.284,12.91,7.521,17.194,24.715,0.081,0.244,0.142,0.324,0.466,0.294,0.886,0.516,1.18,1.696,2.408,9.082,5.871,11.49,17.361,0.045,0.171,0.111,0.217,0.328,2.261,7.07,4.04,9.331,13.371,0.043,0.133,0.076,0.176,0.252,0.155,0.485,0.277,0.64,0.917,46
Nikita Pavlychev,17,C,L,6'07,211,18.482,2015,Des Moines Buccaneers,53,8,7,5,15,20,102,7.843,1,159,0,0,0,0.151,0.132,0.094,0.283,0.377,1.925,7.6,0.143,7,7,4,14,18,0.132,0.132,0.075,0.264,0.34,6.4,0.121,28,27,50.909,111,127,5.554,11.884,0.667,0.667,0.381,1.334,1.715,0.61,0,0,1,0,1,0,0,0.019,0,0.019,0.2,0.004,6.61,5.83,4.139,12.44,16.579,0.125,0.11,0.078,0.235,0.313,8.337,7.294,5.209,15.631,20.84,0.157,0.138,0.098,0.295,0.393,5.918,5.96,3.393,11.878,15.27,0.112,0.112,0.064,0.224,0.288,0.564,0.568,0.323,1.131,1.455,7.508,7.51,4.288,15.018,19.306,0.142,0.142,0.081,0.283,0.364,0.715,0.715,0.408,1.43,1.838,6.883,6.068,4.309,12.951,17.261,0.13,0.114,0.081,0.244,0.326,6.358,6.407,3.644,12.765,16.409,0.12,0.121,0.069,0.241,0.31,0.606,0.61,0.347,1.216,1.563,64.286
Vince Marinaro,20,RD,L,5'11,160,18.515,2015,Des Moines Buccaneers,6,0,0,1,0,1,4,0,1,2,0,0,0,0,0,0.167,0,0.167,0.667,0.2,0.033,0,0,1,0,1,0,0,0.167,0,0.167,0.2,0.033,1,0,100,7,10,62.5,6.62,0,0,1.511,0,1.511,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0,0.822,0,0,0.137,0,0.137,0,0,1.04,0,1.04,0,0,0.173,0,0.173,0,0,0.843,0,0.843,0,0,0.141,0,0.14,0,0,1.274,0,1.274,0,0,1.07,0,1.07,0,0,0.178,0,0.178,0,0,1.616,0,1.616,0,0,0.854,0,0.854,0,0,0.142,0,0.142,0,0,0.904,0,0.904,0,0,0.151,0,0.151,0,0,1.365,0,1.365,100
Lukas Jaycox,6,LD,L,6'02,183,18.074,2015,Lincoln Stars,44,1,1,2,2,4,32,3.125,13,37,0,0,0,0.023,0.023,0.045,0.045,0.091,0.727,1.4,0.032,1,1,2,2,4,0.023,0.023,0.045,0.045,0.091,1.4,0.032,25,13,65.789,95,83,15.789,11.169,0.122,0.122,0.244,0.244,0.488,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0.902,1.799,1.801,3.599,0.02,0.021,0.041,0.041,0.082,1.039,1.039,2.08,2.078,4.158,0.024,0.024,0.047,0.047,0.094,0.91,0.913,1.822,1.823,3.645,0.021,0.021,0.041,0.041,0.083,0.111,0.111,0.223,0.223,0.445,1.069,1.069,2.141,2.138,4.279,0.024,0.024,0.049,0.049,0.097,0.131,0.131,0.261,0.262,0.523,0.933,0.937,1.87,1.87,3.74,0.021,0.021,0.043,0.043,0.085,0.973,0.977,1.953,1.951,3.904,0.022,0.022,0.044,0.044,0.089,0.119,0.119,0.238,0.238,0.477,16
Grant Frederic,6,RD,R,6'03,201,20.482,2013,Green Bay Gamblers,54,2,7,5,9,14,102,1.961,17,94,0,0,0,0.037,0.13,0.093,0.167,0.259,1.889,4.1,0.076,1,5,5,6,11,0.019,0.093,0.093,0.111,0.204,3,0.056,51,34,60,131,87,-0.15,16.572,0.067,0.335,0.335,0.402,0.738,0.201,1,2,0,3,3,0.019,0.037,0,0.056,0.056,1.1,0.02,0.945,3.447,2.386,4.391,6.777,0.017,0.064,0.044,0.081,0.126,2.08,7.294,5.209,9.374,14.583,0.039,0.135,0.096,0.174,0.27,0.53,2.744,2.695,3.275,5.969,0.01,0.051,0.05,0.061,0.111,0.036,0.184,0.181,0.22,0.4,1.069,5.358,5.364,6.427,11.791,0.02,0.099,0.099,0.119,0.218,0.072,0.359,0.36,0.431,0.791,0.979,3.572,2.477,4.55,7.028,0.018,0.066,0.046,0.084,0.13,0.572,2.969,2.917,3.541,6.458,0.011,0.055,0.054,0.066,0.12,0.038,0.199,0.196,0.237,0.433,21.569
Christopher Grando,12,LW,L,5'09,152,17.066,2016,Green Bay Gamblers,50,12,5,3,17,20,57,21.053,15,22,0,0,0,0.24,0.1,0.06,0.34,0.4,1.14,8.5,0.17,11,5,3,16,19,0.22,0.1,0.06,0.32,0.38,8,0.16,25,8,75.758,120,80,18.872,9.849,1.34,0.609,0.366,1.949,2.315,0.975,1,0,0,1,1,0.02,0,0,0.02,0.02,0.5,0.01,12.922,5.369,3.228,18.291,21.519,0.258,0.107,0.065,0.366,0.43,12.524,5.206,3.122,17.73,20.852,0.25,0.104,0.062,0.355,0.417,11.752,5.328,3.201,17.08,20.281,0.235,0.107,0.064,0.342,0.406,1.432,0.649,0.39,2.081,2.471,11.822,5.358,3.213,17.18,20.393,0.236,0.107,0.064,0.344,0.408,1.44,0.653,0.391,2.093,2.484,13.489,5.593,3.36,19.082,22.442,0.27,0.112,0.067,0.382,0.449,12.623,5.706,3.426,18.328,21.754,0.252,0.114,0.069,0.367,0.435,1.538,0.695,0.417,2.233,2.651,76
Brett Gruber,27,C,R,5'08,173,19.658,2014,Green Bay Gamblers,55,10,10,11,20,31,103,9.709,17,26,0,0,0,0.182,0.182,0.2,0.364,0.564,1.873,11.2,0.204,6,9,8,15,23,0.109,0.164,0.145,0.273,0.418,7.8,0.142,38,21,64.407,131,88,6.282,13.001,0.503,0.755,0.671,1.259,1.93,0.655,2,1,3,3,6,0.036,0.018,0.055,0.055,0.109,1.9,0.035,6.181,6.327,6.838,12.507,19.346,0.112,0.115,0.124,0.227,0.352,10.429,10.432,11.496,20.861,32.357,0.19,0.19,0.209,0.379,0.588,3.961,6.062,5.331,10.023,15.353,0.072,0.11,0.097,0.182,0.279,0.332,0.509,0.447,0.841,1.288,6.432,9.666,8.602,16.098,24.7,0.117,0.176,0.156,0.293,0.449,0.54,0.811,0.722,1.351,2.073,6.432,6.579,7.133,13.012,20.145,0.117,0.12,0.13,0.237,0.366,4.266,6.548,5.763,10.814,16.577,0.078,0.119,0.105,0.197,0.301,0.358,0.549,0.484,0.907,1.391,60.526
Cameron Lee,13,LD,L,5'11,180,18.573,2015,Green Bay Gamblers,55,6,11,17,17,34,113,5.31,21,48,0,0,0,0.109,0.2,0.309,0.309,0.618,2.055,9.9,0.18,5,7,10,12,22,0.091,0.127,0.182,0.218,0.4,6.6,0.12,50,28,64.103,131,88,6.656,15.612,0.349,0.489,0.699,0.839,1.537,0.461,1,3,7,4,11,0.018,0.055,0.127,0.073,0.2,3,0.055,4.861,8.991,13.802,13.851,27.653,0.088,0.163,0.251,0.252,0.503,6.248,11.48,17.823,17.728,35.551,0.114,0.209,0.324,0.322,0.646,4.155,5.864,8.341,10.019,18.36,0.076,0.107,0.152,0.182,0.334,0.29,0.41,0.583,0.7,1.283,5.357,7.51,10.769,12.867,23.636,0.097,0.137,0.196,0.234,0.43,0.374,0.525,0.753,0.899,1.652,5.057,9.372,14.46,14.429,28.889,0.092,0.17,0.263,0.262,0.525,4.46,6.305,9.002,10.765,19.767,0.081,0.115,0.164,0.196,0.359,0.312,0.441,0.629,0.752,1.381,44
John Leonard,16,C,L,5'11,188,17.107,2016,Green Bay Gamblers,43,4,1,2,5,7,43,9.302,-3,6,0,0,0,0.093,0.023,0.047,0.116,0.163,1,3.3,0.077,4,1,2,5,7,0.093,0.023,0.047,0.116,0.163,3.3,0.077,10,13,43.478,102,72,-17.449,8.966,0.623,0.156,0.311,0.778,1.089,0.514,0,0,0,0,0,0,0,0,0,0,0,0,4.278,1.067,2.138,5.345,7.483,0.099,0.025,0.05,0.124,0.174,4.162,1.039,2.08,5.201,7.281,0.097,0.024,0.048,0.121,0.169,4.248,1.059,2.122,5.307,7.429,0.099,0.025,0.049,0.123,0.173,0.661,0.165,0.33,0.826,1.156,4.284,1.069,2.141,5.353,7.494,0.1,0.025,0.05,0.124,0.174,0.667,0.166,0.333,0.833,1.166,4.452,1.109,2.224,5.561,7.785,0.104,0.026,0.052,0.129,0.181,4.547,1.132,2.27,5.678,7.948,0.106,0.026,0.053,0.132,0.185,0.708,0.176,0.353,0.884,1.237,70
Connor Mackey,4,LD,L,6'02,164,19.008,2014,Green Bay Gamblers,25,1,1,0,2,2,17,5.882,7,58,0,0,0,0.04,0.04,0,0.08,0.08,0.68,0.8,0.032,1,1,0,2,2,0.04,0.04,0,0.08,0.08,0.8,0.032,12,5,70.588,61,36,9.338,10.288,0.233,0.233,0,0.467,0.467,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0.743,0,1.476,1.476,0.029,0.03,0,0.059,0.059,1.039,1.039,0,2.078,2.078,0.042,0.042,0,0.083,0.083,0.763,0.772,0,1.534,1.534,0.031,0.031,0,0.061,0.061,0.178,0.18,0,0.358,0.358,1.069,1.069,0,2.138,2.138,0.043,0.043,0,0.086,0.086,0.249,0.249,0,0.498,0.498,0.761,0.771,0,1.532,1.532,0.03,0.031,0,0.061,0.061,0.817,0.828,0,1.645,1.645,0.033,0.033,0,0.066,0.066,0.191,0.193,0,0.384,0.384,16.667
Joey Marooney,23,RW,R,5'09,167,19.573,2014,Green Bay Gamblers,53,17,11,4,28,32,150,11.333,2,39,0,0,0,0.321,0.208,0.075,0.528,0.604,2.83,13,0.245,12,7,3,19,22,0.226,0.132,0.057,0.358,0.415,9.1,0.172,32,29,52.459,127,85,-10.455,13.613,0.998,0.582,0.249,1.58,1.83,0.757,5,4,1,9,10,0.094,0.075,0.019,0.17,0.189,3.9,0.074,10.763,7.118,2.546,17.882,20.428,0.203,0.134,0.048,0.337,0.385,17.775,11.48,4.165,29.255,33.42,0.335,0.217,0.079,0.552,0.631,8.083,4.805,2.038,12.888,14.926,0.153,0.091,0.038,0.243,0.282,0.672,0.4,0.17,1.072,1.241,12.903,7.51,3.213,20.413,23.626,0.243,0.142,0.061,0.385,0.446,1.073,0.625,0.267,1.698,1.965,11.232,7.407,2.647,18.639,21.285,0.212,0.14,0.05,0.352,0.402,8.73,5.183,2.194,13.912,16.106,0.165,0.098,0.041,0.262,0.304,0.726,0.431,0.182,1.157,1.339,68.75
